variable_id,semantic_folder,value_type,grain,class_id,amsterdam_status_bucket,amsterdam_phase,amsterdam_already_public_covered,dictionary_hit_count,dictionary_hit_tables,priority_tier,rationale
std_total_protein,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,21,drugitems:13;listitems:2;numericitems:6,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_total_protein_ascites,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,21,drugitems:13;listitems:2;numericitems:6,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_total_protein_csf,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,21,drugitems:13;listitems:2;numericitems:6,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_total_protein_joint_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,21,drugitems:13;listitems:2;numericitems:6,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_total_protein_other_body_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,21,drugitems:13;listitems:2;numericitems:6,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_total_protein_pleural,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,21,drugitems:13;listitems:2;numericitems:6,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_total_protein_urine,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,specimen_or_body_fluid_scope_needs_review,False,21,drugitems:13;listitems:2;numericitems:6,9_not_in_ready_batch,"Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval."
std_tracheostomy_status_active,treatment_state,state_episode,icu_stay_episode,class3_binary_state_episode,same_name_ready,already_public_covered,True,58,drugitems:5;listitems:53,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_transferrin,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,2,numericitems:2,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_transitional_epithelial_cells_urine_sediment_result,laboratory,categorical text,event-level measurement,class6_ordinal_text_semiquantitative_result,bounded_candidate_only,ordinal_source_hit_needs_domain_review,False,191,drugitems:5;freetextitems:60;numericitems:114;procedureorderitems:10;processitems:2,9_not_in_ready_batch,"Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval."
std_triglycerides,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_triglycerides_ascites,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_triglycerides_other_body_fluid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_triglycerides_pleural,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_troponin_t,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,3,numericitems:3,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_tsh,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_urea_nitrogen_urine,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_uric_acid,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,8,drugitems:8,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_urobilinogen_urinalysis_result,laboratory,categorical text,event-level measurement,class6_ordinal_text_semiquantitative_result,bounded_candidate_only,ordinal_source_hit_needs_domain_review,False,2,listitems:2,9_not_in_ready_batch,"Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval."
std_va_ecmo_active,treatment_state,state_episode,icu_stay_episode,class3_binary_state_episode,bounded_candidate_only,state_source_review_needed,False,20,drugitems:2;listitems:1;numericitems:12;procedureorderitems:2;processitems:3,9_not_in_ready_batch,"Amsterdam processitems/listitems/drugitems may support this state, but item/state boundaries need a focused source audit."
std_vancomycin,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,8,drugitems:3;numericitems:4;procedureorderitems:1,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_vasopressor_support_active,treatment_state,current approved database assets still need explicit public normalization,current approved database assets still need explicit public normalization,class3_binary_state_episode,same_name_ready,already_public_covered,True,6,drugitems:2;listitems:3;numericitems:1,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_vasopressor_support_agent_episode,treatment_state,state_episode,icu_stay_agent_episode,class5_episode_interval_bridge,same_name_ready,derivable_from_approved_support_family,False,4,listitems:3;numericitems:1,3_ready_after_current_batch,Required parent support layers are already approved or source-bounded enough for the next governed candidate.
std_vav_ecmo_active,treatment_state,state_episode,icu_stay_episode,class3_binary_state_episode,bounded_candidate_only,state_source_review_needed,False,20,drugitems:2;listitems:1;numericitems:12;procedureorderitems:2;processitems:3,9_not_in_ready_batch,"Amsterdam processitems/listitems/drugitems may support this state, but item/state boundaries need a focused source audit."
std_ventilator_parameter_event,device_support,mixed_numeric_text_event,icu_stay_event,class4_treatment_device_io_event_stream,bounded_candidate_only,event_stream_source_review_needed,False,12,drugitems:3;listitems:4;numericitems:5,9_not_in_ready_batch,"Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review."
std_vitamin_b12,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,23,drugitems:19;numericitems:4,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_vitamin_d_25_oh,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,23,drugitems:19;numericitems:4,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_von_willebrand_factor_activity,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,19,drugitems:3;freetextitems:2;numericitems:14,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_von_willebrand_factor_antigen,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,bounded_candidate_only,numeric_dictionary_hit_needs_item_review,False,20,drugitems:3;freetextitems:5;numericitems:12,9_not_in_ready_batch,"Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review."
std_vv_ecmo_active,treatment_state,state_episode,icu_stay_episode,class3_binary_state_episode,bounded_candidate_only,state_source_review_needed,False,20,drugitems:2;listitems:1;numericitems:12;procedureorderitems:2;processitems:3,9_not_in_ready_batch,"Amsterdam processitems/listitems/drugitems may support this state, but item/state boundaries need a focused source audit."
std_waxy_casts_urine_sediment_result,laboratory,categorical text,event-level measurement,class6_ordinal_text_semiquantitative_result,bounded_candidate_only,ordinal_source_hit_needs_domain_review,False,188,drugitems:3;freetextitems:59;numericitems:114;procedureorderitems:10;processitems:2,9_not_in_ready_batch,"Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval."
std_wbc_casts_urine_sediment_result,laboratory,categorical text,event-level measurement,class6_ordinal_text_semiquantitative_result,bounded_candidate_only,ordinal_source_hit_needs_domain_review,False,190,drugitems:3;freetextitems:59;listitems:2;numericitems:114;procedureorderitems:10;processitems:2,9_not_in_ready_batch,"Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval."
std_wbc_count,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,already_public_covered,True,2,numericitems:2,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_wbc_urine,laboratory,numeric measurement,event-level measurement,class1_event_level_numeric,not_supported_or_blocked,no_dictionary_hit_in_opening_scan,False,0,,9_not_in_ready_batch,No clear Amsterdam item-dictionary hit was found in the opening scan.
std_weight_admission_baseline,anthropometrics,numeric measurement,encounter,class2_baseline_summary_window_numeric,split_identity_needed,known_boundary_from_prior_review,False,2,numericitems:2,9_not_in_ready_batch,Prior Amsterdam review showed the same-name route would mix hospital-level or exact-measurement semantics; split/proxy identity is needed.
std_weight_event,anthropometrics,numeric measurement,event-level measurement,class1_event_level_numeric,same_name_ready,already_public_covered,True,10,drugitems:3;numericitems:7,0_already_covered,Already public-covered for Amsterdam under current governed evidence.
std_weight_icu_baseline,anthropometrics,numeric measurement,ICU stay,class2_baseline_summary_window_numeric,split_identity_needed,known_boundary_from_prior_review,False,2,numericitems:2,9_not_in_ready_batch,Prior Amsterdam review showed the same-name route would mix hospital-level or exact-measurement semantics; split/proxy identity is needed.
std_weight_icu_baseline_grouped_proxy,anthropometrics,numeric measurement,encounter,class2_baseline_summary_window_numeric,same_name_ready,already_public_covered,True,2,numericitems:2,0_already_covered,Amsterdam-specific split identity is already public-covered under its own exact name.
trial_style_28d_advanced_respiratory_support_free_days,outcomes,count_outcome,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,99,listitems:83;numericitems:16,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
trial_style_28d_any_respiratory_support_free_days,outcomes,count_outcome,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,99,listitems:83;numericitems:16,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
trial_style_28d_crrt_family_free_days,outcomes,count_outcome,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,38,listitems:9;numericitems:29,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
trial_style_28d_imv_free_days,outcomes,count_outcome,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,0,,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
trial_style_28d_non_crrt_rrt_free_days,outcomes,count_outcome,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,38,listitems:9;numericitems:29,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
trial_style_28d_rrt_free_days,outcomes,count_outcome,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,0,,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
trial_style_28d_vasopressor_free_days,outcomes,count_outcome,ICU stay,class5_episode_interval_bridge,bounded_candidate_only,followup_bridge_needed,False,3,listitems:3,9_not_in_ready_batch,"Amsterdam date-of-death and local admission timing can support bounded review, but follow-up/free-day semantics need a bridge first."
